Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
31994.000,654.535,212.171,192.423,1.103,0.421,32391.000,201.832,0.790,0.988,0.938,0.951,0.007,0.003,0.905,0.998,SEKER
32015.000,653.676,212.930,191.810,1.110,0.434,32375.000,201.898,0.762,0.989,0.942,0.948,0.007,0.003,0.899,0.998,SEKER
32026.000,654.237,230.979,176.932,1.305,0.643,32349.000,201.933,0.779,0.990,0.940,0.874,0.007,0.003,0.764,0.998,SEKER
32038.000,645.085,224.482,181.941,1.234,0.586,32308.000,201.970,0.771,0.992,0.967,0.900,0.007,0.003,0.809,0.999,SEKER
32044.000,652.651,216.147,188.971,1.144,0.485,32395.000,201.989,0.778,0.989,0.945,0.935,0.007,0.003,0.873,0.999,SEKER
32057.000,642.082,215.918,189.303,1.141,0.481,32301.000,202.030,0.780,0.992,0.977,0.936,0.007,0.003,0.876,0.999,SEKER
32066.000,669.313,236.437,173.231,1.365,0.681,32481.000,202.059,0.781,0.987,0.899,0.855,0.007,0.002,0.730,0.997,SEKER
32109.000,663.582,224.472,182.365,1.231,0.583,32567.000,202.194,0.768,0.986,0.916,0.901,0.007,0.003,0.811,0.999,SEKER
32114.000,648.566,222.658,183.829,1.211,0.564,32393.000,202.210,0.761,0.991,0.959,0.908,0.007,0.003,0.825,0.999,SEKER
32167.000,654.893,217.961,188.205,1.158,0.504,32521.000,202.377,0.761,0.989,0.943,0.929,0.007,0.003,0.862,0.998,SEKER
32213.000,658.216,221.481,185.295,1.195,0.548,32585.000,202.521,0.763,0.989,0.934,0.914,0.007,0.003,0.836,0.999,SEKER
32218.000,653.595,222.756,184.405,1.208,0.561,32566.000,202.537,0.754,0.989,0.948,0.909,0.007,0.003,0.827,0.999,SEKER
32233.000,665.493,221.234,185.592,1.192,0.544,32710.000,202.584,0.775,0.985,0.915,0.916,0.007,0.003,0.839,1.000,SEKER
32251.000,644.051,220.981,186.028,1.188,0.540,32514.000,202.641,0.764,0.992,0.977,0.917,0.007,0.003,0.841,0.999,SEKER
32258.000,654.808,220.804,186.278,1.185,0.537,32612.000,202.663,0.776,0.989,0.945,0.918,0.007,0.003,0.842,0.999,SEKER
32262.000,652.419,222.699,184.513,1.207,0.560,32563.000,202.675,0.781,0.991,0.952,0.910,0.007,0.003,0.828,1.000,SEKER
32279.000,646.556,218.182,188.553,1.157,0.503,32623.000,202.729,0.790,0.989,0.970,0.929,0.007,0.003,0.863,0.999,SEKER
32323.000,649.590,217.371,189.591,1.147,0.489,32615.000,202.867,0.785,0.991,0.963,0.933,0.007,0.003,0.871,0.999,SEKER
32338.000,653.602,221.411,186.136,1.190,0.542,32672.000,202.914,0.782,0.990,0.951,0.916,0.007,0.003,0.840,0.999,SEKER
32355.000,657.166,221.280,186.360,1.187,0.539,32720.000,202.967,0.784,0.989,0.941,0.917,0.007,0.003,0.841,0.999,SEKER
32368.000,675.385,221.658,186.176,1.191,0.543,32806.000,203.008,0.759,0.987,0.892,0.916,0.007,0.003,0.839,0.999,SEKER
32376.000,643.009,219.130,188.300,1.164,0.511,32608.000,203.033,0.784,0.993,0.984,0.927,0.007,0.003,0.858,0.999,SEKER
32433.000,653.760,219.837,188.009,1.169,0.518,32775.000,203.212,0.769,0.990,0.954,0.924,0.007,0.003,0.854,0.999,SEKER
32465.000,653.850,225.202,183.692,1.226,0.579,32767.000,203.312,0.765,0.991,0.954,0.903,0.007,0.003,0.815,0.999,SEKER
32514.000,649.012,221.445,187.134,1.183,0.535,32843.000,203.465,0.785,0.990,0.970,0.919,0.007,0.003,0.844,0.999,SEKER
32518.000,651.651,221.263,187.256,1.182,0.533,32811.000,203.478,0.759,0.991,0.962,0.920,0.007,0.003,0.846,0.999,SEKER
32518.000,655.131,220.821,187.666,1.177,0.527,32842.000,203.478,0.794,0.990,0.952,0.921,0.007,0.003,0.849,0.999,SEKER
32525.000,663.914,225.078,184.215,1.222,0.575,33000.000,203.500,0.769,0.986,0.927,0.904,0.007,0.003,0.817,0.999,SEKER
32578.000,657.571,227.038,182.842,1.242,0.593,32901.000,203.665,0.782,0.990,0.947,0.897,0.007,0.003,0.805,0.999,SEKER
32581.000,649.583,224.424,184.923,1.214,0.567,32851.000,203.675,0.772,0.992,0.970,0.908,0.007,0.003,0.824,1.000,SEKER
32615.000,664.789,218.147,191.002,1.142,0.483,33016.000,203.781,0.809,0.988,0.927,0.934,0.007,0.003,0.873,0.997,SEKER
32622.000,657.009,235.271,177.158,1.328,0.658,32902.000,203.803,0.779,0.991,0.950,0.866,0.007,0.003,0.750,0.997,SEKER
32698.000,653.049,225.014,185.144,1.215,0.568,32994.000,204.040,0.768,0.991,0.963,0.907,0.007,0.003,0.822,0.999,SEKER
32705.000,654.454,223.876,186.150,1.203,0.556,33021.000,204.062,0.779,0.990,0.960,0.912,0.007,0.003,0.831,0.999,SEKER
32713.000,660.043,215.416,193.486,1.113,0.440,33020.000,204.087,0.800,0.991,0.944,0.947,0.007,0.003,0.898,0.999,SEKER
32729.000,656.679,214.266,194.794,1.100,0.417,33066.000,204.137,0.769,0.990,0.954,0.953,0.007,0.003,0.908,0.998,SEKER
32774.000,660.614,222.870,187.479,1.189,0.541,33120.000,204.277,0.790,0.990,0.944,0.917,0.007,0.003,0.840,0.999,SEKER
32775.000,649.807,220.025,189.809,1.159,0.506,33062.000,204.280,0.773,0.991,0.975,0.928,0.007,0.003,0.862,0.999,SEKER
32795.000,651.030,225.210,185.600,1.213,0.566,33091.000,204.343,0.776,0.991,0.972,0.907,0.007,0.003,0.823,0.999,SEKER
32796.000,654.824,223.145,187.419,1.191,0.543,33111.000,204.346,0.801,0.990,0.961,0.916,0.007,0.003,0.839,0.998,SEKER
32799.000,653.729,219.906,190.112,1.157,0.503,33087.000,204.355,0.746,0.991,0.964,0.929,0.007,0.003,0.864,0.999,SEKER
32829.000,658.101,221.600,189.003,1.172,0.522,33154.000,204.448,0.790,0.990,0.953,0.923,0.007,0.003,0.851,0.998,SEKER
32836.000,669.190,218.406,191.759,1.139,0.479,33225.000,204.470,0.803,0.988,0.921,0.936,0.007,0.003,0.876,0.998,SEKER
32849.000,664.105,230.722,181.744,1.269,0.616,33245.000,204.511,0.747,0.988,0.936,0.886,0.007,0.003,0.786,0.997,SEKER
32870.000,655.512,220.358,190.021,1.160,0.506,33198.000,204.576,0.781,0.990,0.961,0.928,0.007,0.003,0.862,0.999,SEKER
32885.000,659.728,227.067,184.560,1.230,0.583,33225.000,204.623,0.786,0.990,0.949,0.901,0.007,0.003,0.812,0.999,SEKER
32920.000,671.612,219.093,191.462,1.144,0.486,33376.000,204.732,0.778,0.986,0.917,0.934,0.007,0.003,0.873,0.999,SEKER
32925.000,656.646,225.128,186.462,1.207,0.560,33252.000,204.747,0.769,0.990,0.960,0.909,0.007,0.003,0.827,0.999,SEKER
32934.000,668.197,221.409,189.602,1.168,0.516,33401.000,204.775,0.777,0.986,0.927,0.925,0.007,0.003,0.855,0.999,SEKER
32947.000,668.231,209.693,200.250,1.047,0.297,33336.000,204.816,0.765,0.988,0.927,0.977,0.006,0.004,0.954,0.999,SEKER
32951.000,688.260,226.649,185.522,1.222,0.574,33524.000,204.828,0.771,0.983,0.874,0.904,0.007,0.003,0.817,0.998,SEKER
32988.000,676.797,224.752,187.177,1.201,0.554,33461.000,204.943,0.767,0.986,0.905,0.912,0.007,0.003,0.832,0.998,SEKER
33006.000,669.769,223.528,188.243,1.187,0.539,33458.000,204.999,0.757,0.986,0.925,0.917,0.007,0.003,0.841,0.999,SEKER
33010.000,665.850,224.971,186.890,1.204,0.557,33374.000,205.011,0.792,0.989,0.936,0.911,0.007,0.003,0.830,1.000,SEKER
33013.000,652.684,223.782,188.029,1.190,0.542,33289.000,205.021,0.790,0.992,0.974,0.916,0.007,0.003,0.839,0.999,SEKER
33019.000,655.703,224.450,187.503,1.197,0.550,33340.000,205.039,0.764,0.990,0.965,0.914,0.007,0.003,0.835,0.999,SEKER
33051.000,663.071,218.951,192.474,1.138,0.477,33423.000,205.139,0.778,0.989,0.945,0.937,0.007,0.003,0.878,0.999,SEKER
33058.000,655.511,224.446,187.878,1.195,0.547,33320.000,205.160,0.799,0.992,0.967,0.914,0.007,0.003,0.836,0.998,SEKER
33062.000,667.966,222.039,189.781,1.170,0.519,33439.000,205.173,0.779,0.989,0.931,0.924,0.007,0.003,0.854,0.999,SEKER
33078.000,659.456,235.560,178.931,1.316,0.650,33333.000,205.222,0.788,0.992,0.956,0.871,0.007,0.003,0.759,0.999,SEKER
33078.000,652.214,221.387,190.355,1.163,0.511,33327.000,205.222,0.772,0.993,0.977,0.927,0.007,0.003,0.859,0.999,SEKER
33089.000,663.915,217.336,194.207,1.119,0.449,33466.000,205.256,0.774,0.989,0.943,0.944,0.007,0.003,0.892,0.998,SEKER
33090.000,653.809,228.407,184.689,1.237,0.588,33352.000,205.260,0.769,0.992,0.973,0.899,0.007,0.003,0.808,0.999,SEKER
33143.000,648.385,222.526,189.737,1.173,0.522,33377.000,205.424,0.770,0.993,0.991,0.923,0.007,0.003,0.852,0.999,SEKER
33159.000,653.801,222.444,189.980,1.171,0.520,33415.000,205.473,0.788,0.992,0.975,0.924,0.007,0.003,0.853,0.999,SEKER
33168.000,680.621,234.316,180.583,1.298,0.637,33542.000,205.501,0.761,0.989,0.900,0.877,0.007,0.003,0.769,0.998,SEKER
33171.000,654.338,222.254,190.361,1.168,0.516,33429.000,205.511,0.790,0.992,0.974,0.925,0.007,0.003,0.855,0.998,SEKER
33194.000,664.658,232.309,182.086,1.276,0.621,33520.000,205.582,0.774,0.990,0.944,0.885,0.007,0.003,0.783,0.999,SEKER
33236.000,660.788,210.858,200.927,1.049,0.303,33611.000,205.712,0.768,0.989,0.957,0.976,0.006,0.004,0.952,0.999,SEKER
33248.000,660.068,230.970,183.429,1.259,0.608,33511.000,205.749,0.788,0.992,0.959,0.891,0.007,0.003,0.794,0.999,SEKER
33251.000,658.962,217.452,194.983,1.115,0.443,33565.000,205.758,0.758,0.991,0.962,0.946,0.007,0.003,0.895,0.999,SEKER
33276.000,704.493,234.788,180.706,1.299,0.638,33857.000,205.836,0.760,0.983,0.843,0.877,0.007,0.003,0.769,0.999,SEKER
33316.000,670.587,229.218,185.279,1.237,0.589,33699.000,205.959,0.783,0.989,0.931,0.899,0.007,0.003,0.807,0.999,SEKER
33319.000,668.601,225.017,188.837,1.192,0.544,33732.000,205.969,0.796,0.988,0.937,0.915,0.007,0.003,0.838,0.998,SEKER
33325.000,674.433,223.825,189.736,1.180,0.530,33701.000,205.987,0.799,0.989,0.921,0.920,0.007,0.003,0.847,0.999,SEKER
33330.000,653.776,224.360,189.431,1.184,0.536,33580.000,206.003,0.790,0.993,0.980,0.918,0.007,0.003,0.843,0.999,SEKER
33333.000,679.262,220.531,192.717,1.144,0.486,33834.000,206.012,0.772,0.985,0.908,0.934,0.007,0.003,0.873,0.999,SEKER
33338.000,659.103,232.264,182.919,1.270,0.616,33639.000,206.027,0.777,0.991,0.964,0.887,0.007,0.003,0.787,0.999,SEKER
33344.000,661.508,225.318,188.669,1.194,0.547,33692.000,206.046,0.763,0.990,0.958,0.914,0.007,0.003,0.836,0.999,SEKER
33382.000,659.434,222.870,190.920,1.167,0.516,33730.000,206.163,0.782,0.990,0.965,0.925,0.007,0.003,0.856,0.999,SEKER
33399.000,664.701,221.560,192.090,1.153,0.498,33752.000,206.216,0.761,0.990,0.950,0.931,0.007,0.003,0.866,0.999,SEKER
33421.000,654.804,219.544,194.025,1.132,0.468,33691.000,206.284,0.763,0.992,0.980,0.940,0.007,0.003,0.883,0.999,SEKER
33423.000,659.036,224.168,189.981,1.180,0.531,33707.000,206.290,0.773,0.992,0.967,0.920,0.007,0.003,0.847,0.999,SEKER
33427.000,665.610,228.223,186.626,1.223,0.576,33789.000,206.302,0.754,0.989,0.948,0.904,0.007,0.003,0.817,0.999,SEKER
33429.000,658.605,229.446,185.698,1.236,0.587,33713.000,206.308,0.792,0.992,0.968,0.899,0.007,0.003,0.808,0.999,SEKER
33431.000,666.841,219.907,193.680,1.135,0.474,33788.000,206.315,0.789,0.989,0.945,0.938,0.007,0.003,0.880,0.999,SEKER
33433.000,657.349,225.003,189.566,1.187,0.539,33708.000,206.321,0.777,0.992,0.972,0.917,0.007,0.003,0.841,0.998,SEKER
33446.000,656.077,224.234,190.257,1.179,0.529,33713.000,206.361,0.768,0.992,0.976,0.920,0.007,0.003,0.847,0.998,SEKER
33447.000,664.412,226.119,188.741,1.198,0.551,33791.000,206.364,0.770,0.990,0.952,0.913,0.007,0.003,0.833,0.998,SEKER
33459.000,655.414,219.130,194.543,1.126,0.460,33765.000,206.401,0.786,0.991,0.979,0.942,0.007,0.003,0.887,0.999,SEKER
33468.000,659.987,224.460,189.954,1.182,0.533,33748.000,206.429,0.792,0.992,0.966,0.920,0.007,0.003,0.846,0.999,SEKER
33498.000,657.523,227.938,187.316,1.217,0.570,33745.000,206.521,0.781,0.993,0.974,0.906,0.007,0.003,0.821,0.999,SEKER
33534.000,657.067,218.845,195.193,1.121,0.452,33793.000,206.632,0.784,0.992,0.976,0.944,0.007,0.003,0.892,1.000,SEKER
33538.000,658.284,227.519,187.944,1.211,0.564,33800.000,206.644,0.761,0.992,0.973,0.908,0.007,0.003,0.825,0.999,SEKER
33539.000,662.418,223.684,191.201,1.170,0.519,33915.000,206.647,0.764,0.989,0.961,0.924,0.007,0.003,0.853,0.998,SEKER
33547.000,653.512,213.754,199.926,1.069,0.354,33832.000,206.672,0.784,0.992,0.987,0.967,0.006,0.003,0.935,1.000,SEKER
33560.000,669.259,227.936,187.857,1.213,0.566,33897.000,206.712,0.740,0.990,0.942,0.907,0.007,0.003,0.822,0.998,SEKER
33576.000,666.339,224.589,190.463,1.179,0.530,33927.000,206.761,0.762,0.990,0.950,0.921,0.007,0.003,0.848,0.999,SEKER
33583.000,657.754,221.711,192.950,1.149,0.493,33868.000,206.783,0.775,0.992,0.975,0.933,0.007,0.003,0.870,1.000,SEKER
33584.000,658.848,223.735,191.354,1.169,0.518,33884.000,206.786,0.748,0.991,0.972,0.924,0.007,0.003,0.854,0.999,SEKER
33607.000,690.171,214.765,199.524,1.076,0.370,34162.000,206.857,0.771,0.984,0.887,0.963,0.006,0.003,0.928,0.999,SEKER
33620.000,670.224,222.776,192.226,1.159,0.505,34012.000,206.897,0.783,0.988,0.941,0.929,0.007,0.003,0.863,1.000,SEKER
33623.000,659.408,217.372,197.084,1.103,0.422,33918.000,206.906,0.793,0.991,0.972,0.952,0.006,0.003,0.906,0.999,SEKER
33631.000,669.076,224.889,190.753,1.179,0.530,34009.000,206.931,0.763,0.989,0.944,0.920,0.007,0.003,0.847,0.998,SEKER
33639.000,663.030,224.663,190.853,1.177,0.528,33919.000,206.955,0.786,0.992,0.962,0.921,0.007,0.003,0.849,0.999,SEKER
33717.000,664.363,231.623,185.653,1.248,0.598,33985.000,207.195,0.766,0.992,0.960,0.895,0.007,0.003,0.800,0.998,SEKER
33731.000,671.696,231.172,186.126,1.242,0.593,34073.000,207.238,0.803,0.990,0.939,0.896,0.007,0.003,0.804,0.998,SEKER
33736.000,655.729,221.390,194.136,1.140,0.481,33988.000,207.253,0.787,0.993,0.986,0.936,0.007,0.003,0.876,0.999,SEKER
33794.000,665.826,219.000,196.578,1.114,0.441,34127.000,207.432,0.778,0.990,0.958,0.947,0.006,0.003,0.897,0.999,SEKER
33809.000,669.341,230.248,187.164,1.230,0.582,34143.000,207.478,0.784,0.990,0.948,0.901,0.007,0.003,0.812,0.999,SEKER
33824.000,656.339,220.754,195.282,1.130,0.466,34079.000,207.524,0.788,0.993,0.987,0.940,0.007,0.003,0.884,0.999,SEKER
33838.000,661.029,222.974,193.484,1.152,0.497,34146.000,207.567,0.782,0.991,0.973,0.931,0.007,0.003,0.867,0.999,SEKER
33845.000,670.945,226.382,190.521,1.188,0.540,34159.000,207.588,0.764,0.991,0.945,0.917,0.007,0.003,0.841,0.999,SEKER
33849.000,669.571,221.610,194.671,1.138,0.478,34239.000,207.600,0.786,0.989,0.949,0.937,0.007,0.003,0.878,0.999,SEKER
33858.000,664.460,234.335,184.139,1.273,0.618,34142.000,207.628,0.781,0.992,0.964,0.886,0.007,0.003,0.785,0.999,SEKER
33860.000,683.315,225.535,191.521,1.178,0.528,34319.000,207.634,0.775,0.987,0.911,0.921,0.007,0.003,0.848,0.998,SEKER
33864.000,662.898,221.216,195.064,1.134,0.472,34167.000,207.646,0.772,0.991,0.968,0.939,0.007,0.003,0.881,0.999,SEKER
33866.000,668.421,230.931,186.861,1.236,0.588,34171.000,207.652,0.800,0.991,0.953,0.899,0.007,0.003,0.809,0.999,SEKER
33876.000,666.966,228.149,189.165,1.206,0.559,34211.000,207.683,0.788,0.990,0.957,0.910,0.007,0.003,0.829,0.999,SEKER
33930.000,666.214,224.151,192.861,1.162,0.510,34251.000,207.849,0.763,0.991,0.961,0.927,0.007,0.003,0.860,0.999,SEKER
33946.000,667.313,231.543,187.029,1.238,0.590,34246.000,207.898,0.791,0.991,0.958,0.898,0.007,0.003,0.806,0.998,SEKER
33946.000,668.564,234.755,184.294,1.274,0.619,34280.000,207.898,0.762,0.990,0.954,0.886,0.007,0.003,0.784,0.999,SEKER
33961.000,690.353,238.193,181.654,1.311,0.647,34379.000,207.943,0.770,0.988,0.895,0.873,0.007,0.003,0.762,0.999,SEKER
33961.000,667.497,233.114,185.733,1.255,0.604,34279.000,207.943,0.771,0.991,0.958,0.892,0.007,0.003,0.796,0.999,SEKER
33969.000,666.389,222.362,194.769,1.142,0.482,34260.000,207.968,0.765,0.992,0.961,0.935,0.007,0.003,0.875,0.999,SEKER
33972.000,672.812,232.988,185.916,1.253,0.603,34349.000,207.977,0.786,0.989,0.943,0.893,0.007,0.003,0.797,0.999,SEKER
33993.000,669.092,219.751,197.092,1.115,0.442,34299.000,208.041,0.778,0.991,0.954,0.947,0.006,0.003,0.896,0.999,SEKER
33996.000,663.743,223.096,194.381,1.148,0.491,34285.000,208.051,0.765,0.992,0.970,0.933,0.007,0.003,0.870,0.998,SEKER
34004.000,659.963,229.060,189.165,1.211,0.564,34277.000,208.075,0.782,0.992,0.981,0.908,0.007,0.003,0.825,0.999,SEKER
34027.000,670.160,231.658,187.412,1.236,0.588,34334.000,208.145,0.779,0.991,0.952,0.899,0.007,0.003,0.807,0.998,SEKER
34036.000,666.067,226.928,191.110,1.187,0.539,34369.000,208.173,0.754,0.990,0.964,0.917,0.007,0.003,0.842,0.999,SEKER
34051.000,677.272,227.621,190.664,1.194,0.546,34502.000,208.219,0.758,0.987,0.933,0.915,0.007,0.003,0.837,0.999,SEKER
34053.000,671.582,232.436,186.791,1.244,0.595,34362.000,208.225,0.744,0.991,0.949,0.896,0.007,0.003,0.803,0.999,SEKER
34060.000,662.146,220.438,196.882,1.120,0.450,34367.000,208.246,0.789,0.991,0.976,0.945,0.006,0.003,0.892,0.999,SEKER
34082.000,668.346,230.627,188.391,1.224,0.577,34364.000,208.314,0.802,0.992,0.959,0.903,0.007,0.003,0.816,0.999,SEKER
34097.000,680.595,227.819,190.810,1.194,0.546,34502.000,208.359,0.762,0.988,0.925,0.915,0.007,0.003,0.836,0.999,SEKER
34104.000,667.289,229.479,189.544,1.211,0.564,34421.000,208.381,0.798,0.991,0.962,0.908,0.007,0.003,0.825,0.998,SEKER
34113.000,673.914,221.242,196.510,1.126,0.459,34492.000,208.408,0.775,0.989,0.944,0.942,0.006,0.003,0.887,0.999,SEKER
34130.000,666.585,235.541,184.778,1.275,0.620,34392.000,208.460,0.796,0.992,0.965,0.885,0.007,0.003,0.783,0.998,SEKER
34131.000,668.091,224.338,193.804,1.158,0.504,34473.000,208.463,0.771,0.990,0.961,0.929,0.007,0.003,0.863,1.000,SEKER
34151.000,674.271,231.514,188.036,1.231,0.583,34580.000,208.524,0.750,0.988,0.944,0.901,0.007,0.003,0.811,0.999,SEKER
34151.000,662.129,226.525,192.236,1.178,0.529,34389.000,208.524,0.778,0.993,0.979,0.921,0.007,0.003,0.847,0.999,SEKER
34179.000,677.064,225.061,193.593,1.163,0.510,34576.000,208.610,0.778,0.989,0.937,0.927,0.007,0.003,0.859,0.999,SEKER
34191.000,661.403,223.981,194.475,1.152,0.496,34445.000,208.646,0.772,0.993,0.982,0.932,0.007,0.003,0.868,0.999,SEKER
34207.000,668.737,228.032,191.415,1.191,0.543,34515.000,208.695,0.758,0.991,0.961,0.915,0.007,0.003,0.838,0.998,SEKER
34207.000,661.138,226.874,192.195,1.180,0.531,34421.000,208.695,0.774,0.994,0.983,0.920,0.007,0.003,0.846,0.999,SEKER
34220.000,677.527,233.183,186.959,1.247,0.598,34577.000,208.735,0.774,0.990,0.937,0.895,0.007,0.003,0.801,0.999,SEKER
34222.000,671.994,223.298,195.238,1.144,0.485,34576.000,208.741,0.784,0.990,0.952,0.935,0.007,0.003,0.874,0.999,SEKER
34239.000,666.439,232.686,187.724,1.240,0.591,34510.000,208.793,0.770,0.992,0.969,0.897,0.007,0.003,0.805,0.998,SEKER
34246.000,684.324,229.909,189.991,1.210,0.563,34732.000,208.814,0.780,0.986,0.919,0.908,0.007,0.003,0.825,0.998,SEKER
34253.000,672.539,228.004,191.369,1.191,0.544,34556.000,208.836,0.793,0.991,0.952,0.916,0.007,0.003,0.839,1.000,SEKER
34254.000,668.704,223.969,194.929,1.149,0.492,34575.000,208.839,0.775,0.991,0.963,0.932,0.007,0.003,0.869,0.999,SEKER
34259.000,676.402,227.545,191.868,1.186,0.538,34623.000,208.854,0.770,0.989,0.941,0.918,0.007,0.003,0.842,0.999,SEKER
34276.000,689.626,229.559,190.412,1.206,0.559,34738.000,208.906,0.763,0.987,0.906,0.910,0.007,0.003,0.828,0.998,SEKER
34291.000,671.507,230.658,189.624,1.216,0.569,34619.000,208.951,0.782,0.991,0.956,0.906,0.007,0.003,0.821,0.998,SEKER
34313.000,671.844,220.934,198.104,1.115,0.443,34600.000,209.018,0.797,0.992,0.955,0.946,0.006,0.003,0.895,0.998,SEKER
34321.000,669.531,227.996,191.827,1.189,0.540,34652.000,209.043,0.787,0.990,0.962,0.917,0.007,0.003,0.841,0.999,SEKER
34327.000,677.311,231.158,189.304,1.221,0.574,34714.000,209.061,0.794,0.989,0.940,0.904,0.007,0.003,0.818,0.999,SEKER
